V1,V2,V3,__target__
560,793,0.435235,2
708,829,0.612787,2
929,783,0.384344,2
431,788,0.412666,2
181,800,0.522677,2
766,788,0.353096,2
263,799,0.438787,2
667,817,0.575482,2
962,796,0.410319,2
798,806,0.432049,2
830,805,0.353362,2
334,816,0.440854,2
965,813,0.590086,2
601,815,0.444378,2
568,818,0.387234,2
89,820,0.430963,2
900,817,0.419427,2
41,819,0.450755,2
207,824,0.463618,2
421,829,0.433173,2
480,929,0.842751,2
297,834,0.398623,2
775,849,0.445399,2
915,832,0.367501,2
972,835,0.422066,2
91,841,0.388055,2
383,843,0.42807,2
936,843,0.575055,2
60,869,0.526957,2
126,933,0.838618,2
197,856,0.398761,2
249,875,0.528015,2
681,852,0.383315,2
823,903,0.630814,2
684,885,0.510001,2
935,877,0.572418,2
531,870,0.350414,2
442,882,0.362774,2
734,887,0.399475,2
904,902,0.511465,2
169,892,0.403682,2
792,903,0.425241,2
386,897,0.431268,2
70,913,0.468595,2
413,907,0.439741,2
709,925,0.505986,2
660,909,0.359442,2
308,911,0.361446,2
600,914,0.363359,2
354,923,0.447765,2
282,918,0.350419,2
725,929,0.396,2
438,930,0.350937,2
452,945,0.490299,2
301,953,0.605207,2
255,946,0.416939,2
658,963,0.557282,2
89,951,0.399608,2
840,956,0.432285,2
368,950,0.359666,2
586,952,0.376681,2
190,956,0.385581,2
811,960,0.423785,2
717,963,0.367046,2
406,961,0.357467,2
191,969,0.391204,2
961,973,0.373291,2
690,982,0.466769,2
722,993,0.518059,2
829,985,0.526158,2
17,999,0.50057,2
362,988,0.353426,2
898,992,0.353924,2
313,1004,0.384482,2
48,1005,0.404565,2
426,1007,0.443846,2
790,1008,0.443321,2
487,1002,0.463579,0
88,813,0.457731,1
91,880,0.590433,1
480,35,0.671343,2
32,21,0.4363,2
80,21,0.447282,2
172,29,0.69441,2
296,19,0.387181,2
317,38,0.637786,2
364,138,0.607791,2
436,16,0.398152,2
495,92,0.689717,2
543,16,0.40036,2
576,135,0.593924,2
653,64,0.656209,2
751,46,0.679189,2
817,32,0.623649,2
862,24,0.373313,2
884,16,0.386228,2
929,39,0.576997,2
865,75,0.531172,2
621,36,0.410978,2
958,37,0.366908,2
999,56,0.478136,2
219,53,0.593531,2
56,87,0.625723,2
136,85,0.659049,2
792,110,0.614408,2
187,55,0.480115,2
552,54,0.380622,2
99,102,0.66893,2
426,52,0.36156,2
622,51,0.352591,2
532,97,0.622195,2
960,56,0.366559,2
256,76,0.512613,2
209,95,0.438739,2
325,117,0.695601,2
686,87,0.617707,2
955,85,0.470857,2
424,86,0.48606,2
554,76,0.355647,2
616,83,0.47088,2
175,173,0.638386,2
910,110,0.4562,2
602,244,0.583816,2
686,121,0.409217,2
409,124,0.429075,2
738,167,0.582268,2
654,125,0.354797,2
20,136,0.603785,2
209,241,0.788198,2
538,192,0.64329,2
696,168,0.660764,2
861,181,0.524651,2
58,141,0.378189,2
260,201,0.675776,2
306,141,0.359496,2
833,149,0.451113,2
411,199,0.672525,2
650,176,0.451766,2
440,154,0.399313,2
944,160,0.409471,2
61,168,0.457775,2
285,158,0.436447,2
503,242,0.700779,2
827,173,0.383446,2
91,182,0.471618,2
774,226,0.609216,2
27,238,0.568618,2
448,193,0.447349,2
320,239,0.57065,2
810,298,0.667973,2
1000,203,0.412134,2
113,219,0.6489,2
984,221,0.529418,2
291,216,0.410663,2
389,218,0.428849,2
471,238,0.486145,2
75,280,0.649155,2
453,226,0.418218,2
844,281,0.59421,2
919,260,0.554467,2
667,238,0.371567,2
130,258,0.570532,2
622,238,0.361909,2
381,247,0.452851,2
278,266,0.59367,2
898,250,0.419303,2
722,323,0.514307,2
637,262,0.449728,2
691,285,0.571787,2
358,289,0.50952,2
137,370,0.616305,2
313,292,0.507138,2
547,315,0.583848,2
446,300,0.45078,2
616,295,0.418946,2
273,345,0.588057,2
1006,296,0.350368,2
416,303,0.381001,2
904,315,0.457512,2
643,350,0.492402,2
156,323,0.400632,2
514,352,0.491692,2
478,348,0.457105,2
982,338,0.390397,2
362,346,0.47042,2
891,346,0.495444,2
100,347,0.40417,2
919,363,0.508106,2
33,367,0.641442,2
323,352,0.403682,2
244,402,0.644899,2
614,356,0.435541,2
982,356,0.373904,2
413,373,0.610366,2
832,388,0.55834,2
198,376,0.646415,2
564,444,0.591039,2
99,411,0.59994,2
364,372,0.524427,2
868,376,0.450775,2
74,376,0.459838,2
767,375,0.384949,2
471,385,0.376639,2
889,400,0.448839,2
611,407,0.515984,2
347,458,0.705894,2
818,452,0.722921,2
20,418,0.494487,2
191,443,0.644685,2
304,411,0.496014,2
641,439,0.528567,2
63,416,0.459894,2
746,418,0.551182,2
218,443,0.653943,2
943,419,0.385309,2
993,425,0.438583,2
594,436,0.529017,2
317,449,0.459959,2
933,465,0.465132,2
60,442,0.41301,2
443,450,0.474166,2
904,464,0.554726,2
24,445,0.383418,2
77,479,0.540678,2
277,478,0.639749,2
872,478,0.541619,2
266,466,0.365191,2
540,474,0.521908,2
656,470,0.353602,2
731,478,0.411644,2
45,479,0.438352,2
639,486,0.367771,2
244,505,0.610147,2
145,501,0.379251,2
926,512,0.513369,2
484,514,0.481961,2
990,510,0.390011,2
293,531,0.630926,2
728,512,0.374242,2
864,519,0.45329,2
891,520,0.467472,2
548,526,0.49158,2
195,608,0.747343,2
972,562,0.553407,2
92,534,0.423339,2
232,560,0.673914,2
348,532,0.35142,2
404,536,0.412977,2
776,535,0.36898,2
731,539,0.417376,2
622,544,0.398949,2
488,544,0.45672,2
809,550,0.497056,2
682,557,0.402731,2
886,546,0.389804,2
275,553,0.57181,2
299,647,0.678873,2
1000,548,0.376009,2
402,549,0.367224,2
33,565,0.545269,2
774,558,0.354825,2
484,564,0.365163,2
569,568,0.426159,2
152,599,0.487571,2
257,623,0.721909,2
335,644,0.587398,2
659,587,0.448541,2
549,589,0.402015,2
621,595,0.518476,2
495,599,0.497476,2
811,603,0.509808,2
910,593,0.356319,2
118,604,0.377895,2
540,610,0.499906,2
908,607,0.382756,2
954,604,0.380813,2
858,604,0.358807,2
984,615,0.377352,2
84,621,0.413957,2
680,633,0.440163,2
129,633,0.597482,2
639,626,0.374322,2
908,647,0.493669,2
470,629,0.392568,2
1004,636,0.44854,2
610,631,0.353639,2
581,643,0.434025,2
647,642,0.372655,2
770,650,0.387517,2
65,658,0.499993,2
806,661,0.443197,2
944,656,0.470547,2
182,660,0.419207,2
690,652,0.352558,2
506,656,0.353366,2
461,677,0.507761,2
625,672,0.507804,2
675,686,0.510253,2
738,663,0.377312,2
401,669,0.386874,2
22,693,0.574198,2
504,675,0.354151,2
583,678,0.440531,2
950,687,0.42133,2
198,697,0.578376,2
913,685,0.391081,2
732,691,0.412804,2
861,701,0.507444,2
133,690,0.373817,2
642,696,0.357799,2
430,706,0.489495,2
552,700,0.406208,2
246,709,0.494896,2
958,710,0.408878,2
118,745,0.689344,2
228,753,0.71246,2
666,729,0.629783,2
621,731,0.492635,2
563,722,0.405371,2
924,733,0.474229,2
180,760,0.631248,2
301,747,0.438926,2
955,739,0.408777,2
451,741,0.425145,2
988,735,0.356822,2
502,737,0.362669,2
532,738,0.356568,2
760,747,0.565298,2
17,746,0.487736,2
353,745,0.38532,2
710,750,0.411463,2
883,749,0.418387,2
942,780,0.516336,2
688,761,0.35352,2
65,778,0.427042,2
586,775,0.498779,2
329,808,0.554712,2
217,792,0.466621,2
876,778,0.449518,2
976,781,0.409593,2
835,788,0.446376,2
711,791,0.424838,2
520,799,0.461525,2
51,818,0.512082,2
254,805,0.609677,2
368,803,0.443076,2
284,809,0.453927,2
21,816,0.448866,2
436,824,0.477377,2
621,814,0.366558,2
860,826,0.465727,2
921,817,0.386522,2
959,873,0.518079,2
364,855,0.501109,2
756,832,0.448703,2
803,828,0.397954,2
293,915,0.758106,2
307,836,0.495509,2
110,837,0.38219,2
917,860,0.529725,2
525,837,0.393445,2
835,839,0.423495,2
220,852,0.535333,2
647,843,0.428937,2
383,843,0.357757,2
48,879,0.528185,2
541,847,0.372676,2
114,867,0.519021,2
777,857,0.441404,2
709,888,0.518893,2
17,864,0.396448,2
417,864,0.390693,2
866,888,0.484507,2
740,870,0.356895,2
602,873,0.368007,2
450,894,0.546833,2
412,889,0.48018,2
837,897,0.399886,2
114,893,0.379157,2
606,894,0.353815,2
400,910,0.424091,2
929,914,0.429898,2
235,918,0.461702,2
988,917,0.422019,2
103,928,0.604089,2
144,918,0.475139,2
429,920,0.426967,2
364,937,0.426454,2
982,930,0.358008,2
37,934,0.381012,2
934,937,0.462397,2
168,940,0.373776,2
277,950,0.411027,2
783,956,0.60276,2
901,953,0.390249,2
381,956,0.366421,2
151,962,0.383887,2
920,971,0.515592,2
983,977,0.544554,2
340,962,0.352446,2
396,980,0.493542,2
41,976,0.52953,2
548,964,0.368698,2
104,989,0.659749,2
359,982,0.555161,2
251,970,0.362003,2
798,974,0.352753,2
340,979,0.371723,2
148,986,0.452158,2
502,982,0.352889,2
329,1000,0.496629,2
239,1000,0.51298,2
747,990,0.421033,2
808,997,0.381019,2
862,998,0.39598,2
511,1004,0.43062,2
194,1006,0.421174,2
951,1007,0.445437,2
773,1008,0.395519,2
56,78,0.504538,0
100,221,0.738446,4
130,172,0.703561,4
126,141,0.496245,4
94,272,0.624324,0
512,133,0.727332,4
576,748,0.736645,4
78,565,0.755196,0
104,440,0.74426,0
247,447,0.758684,0
176,18,0.379698,2
631,24,0.35055,2
715,27,0.405994,2
817,36,0.474558,2
739,35,0.383342,2
482,37,0.400981,2
21,71,0.520794,2
124,52,0.409433,2
608,51,0.368873,2
730,59,0.415334,2
284,59,0.412791,2
145,62,0.396552,2
884,64,0.397951,2
918,62,0.353403,2
106,80,0.449326,2
826,84,0.545135,2
606,78,0.467085,2
786,77,0.41261,2
153,79,0.415434,2
281,80,0.385859,2
915,85,0.378787,2
639,98,0.550065,2
694,90,0.367615,2
686,103,0.372562,2
351,105,0.435155,2
991,113,0.422671,2
806,127,0.438144,2
549,136,0.583911,2
674,136,0.526952,2
415,128,0.376056,2
969,147,0.455303,2
193,199,0.516932,2
724,162,0.40543,2
893,159,0.430077,2
620,159,0.374341,2
347,164,0.465761,2
601,176,0.698316,2
216,160,0.372687,2
689,169,0.410463,2
958,177,0.535668,2
168,178,0.35012,2
362,188,0.481946,2
418,185,0.395212,2
29,190,0.358447,2
670,210,0.513723,2
926,213,0.381382,2
18,221,0.499506,2
432,214,0.356807,2
958,218,0.357105,2
852,223,0.414427,2
133,232,0.485137,2
160,240,0.472121,2
50,249,0.563758,2
672,252,0.471312,2
961,284,0.531799,2
912,260,0.353521,2
723,267,0.433826,2
158,270,0.357522,2
670,275,0.374715,2
835,274,0.373417,2
908,288,0.524804,2
46,290,0.407243,2
423,293,0.375761,2
868,295,0.447512,2
989,320,0.597503,2
730,304,0.359635,2
307,315,0.480672,2
856,313,0.412879,2
626,321,0.429083,2
677,330,0.419608,2
725,341,0.569463,2
364,336,0.388127,2
34,337,0.3568,2
799,339,0.369921,2
865,338,0.361637,2
81,363,0.572337,2
30,367,0.558817,2
419,356,0.358093,2
603,358,0.376074,2
152,378,0.432988,2
891,383,0.403865,2
200,380,0.422837,2
140,401,0.471051,2
316,386,0.358283,2
721,388,0.370464,2
71,392,0.382313,2
630,402,0.42584,2
63,406,0.405698,2
280,410,0.393044,2
350,408,0.350248,2
661,410,0.395397,2
738,415,0.471247,2
837,421,0.445434,2
971,414,0.36015,2
206,420,0.423893,2
874,432,0.458127,2
987,431,0.405778,2
744,446,0.436092,2
163,451,0.574507,2
946,441,0.369061,2
360,439,0.366539,2
851,455,0.482879,2
303,450,0.412631,2
665,448,0.420666,2
684,462,0.35426,2
768,471,0.376572,2
925,473,0.424001,2
962,476,0.553888,2
284,481,0.484799,2
588,475,0.380801,2
158,490,0.58186,2
56,482,0.557432,2
416,487,0.377433,2
597,488,0.425268,2
850,487,0.441001,2
576,495,0.388285,2
234,496,0.376418,2
709,502,0.375253,2
750,496,0.378297,2
287,514,0.594625,2
863,502,0.405045,2
938,524,0.446111,2
39,527,0.573932,2
641,516,0.580554,2
756,513,0.399249,2
563,516,0.358152,2
980,522,0.416728,2
545,524,0.40741,2
875,524,0.495702,2
713,540,0.457554,2
859,538,0.507979,2
646,566,0.760224,2
605,556,0.598023,2
888,549,0.521302,2
536,546,0.356959,2
336,560,0.384241,2
155,576,0.44642,2
582,576,0.400243,2
758,574,0.391403,2
880,576,0.363506,2
944,593,0.520362,2
224,578,0.355538,2
853,585,0.465297,2
44,614,0.690784,2
554,592,0.533659,2
695,592,0.404426,2
828,587,0.375395,2
896,597,0.627842,2
651,607,0.511842,2
633,605,0.431225,2
72,608,0.505229,2
130,609,0.361828,2
469,620,0.479433,2
761,628,0.613208,2
596,612,0.378626,2
877,624,0.601468,2
142,620,0.351494,2
337,620,0.370316,2
904,636,0.537702,2
72,654,0.507957,2
631,639,0.481963,2
958,646,0.478799,2
699,654,0.504859,2
318,648,0.398892,2
142,653,0.486828,2
401,656,0.385856,2
824,654,0.406444,2
412,664,0.353862,2
115,670,0.410336,2
958,718,0.585087,2
486,670,0.3551,2
692,674,0.352062,2
908,686,0.396913,2
840,691,0.398403,2
144,697,0.402461,2
700,705,0.471098,2
39,703,0.410306,2
117,703,0.38331,2
418,704,0.355646,2
912,723,0.509279,2
65,723,0.509324,2
792,725,0.450866,2
332,724,0.360116,2
704,740,0.634025,2
825,733,0.433222,2
91,740,0.376815,2
466,748,0.42256,2
833,754,0.645057,2
752,762,0.521776,2
969,783,0.530814,2
322,783,0.455734,2
699,784,0.422332,2
492,785,0.432056,2
859,787,0.448304,2
111,795,0.379987,2
743,813,0.575209,2
711,810,0.374327,2
921,819,0.481519,2
882,816,0.369116,2
383,824,0.382036,2
721,833,0.494548,2
895,834,0.45752,2
416,832,0.508308,2
1006,827,0.354758,2
440,829,0.362374,2
243,835,0.384753,2
795,847,0.600261,2
985,843,0.42437,2
525,848,0.559039,2
374,887,0.724658,2
316,850,0.352557,2
462,859,0.362165,2
1000,862,0.387427,2
102,877,0.545132,2
901,866,0.383389,2
245,868,0.388738,2
524,899,0.655443,2
318,872,0.445368,2
457,885,0.441627,2
836,881,0.485206,2
970,883,0.399708,2
609,885,0.418947,2
209,887,0.3704,2
246,888,0.417968,2
111,910,0.597576,2
283,922,0.593954,2
977,900,0.373907,2
321,911,0.486411,2
856,917,0.429676,2
644,918,0.386634,2
422,929,0.484278,2
200,926,0.410012,2
985,924,0.360375,2
887,945,0.511714,2
251,935,0.363447,2
774,938,0.413947,2
509,951,0.6751,2
705,944,0.408822,2
627,953,0.431551,2
187,948,0.476427,2
334,952,0.362155,2
399,967,0.812798,2
914,956,0.466171,2
718,958,0.351066,2
969,960,0.369689,2
261,962,0.384455,2
35,980,0.455693,2
241,969,0.397806,2
555,980,0.383654,2
18,985,0.381579,2
343,995,0.606317,2
700,995,0.362975,2
446,1004,0.538518,2
655,1007,0.422899,2
984,1008,0.381422,2
21,136,0.644657,3
59,214,0.673399,4
540,189,0.654745,0
140,373,0.393756,4
835,402,0.669335,0
649,955,0.63382,4
884,736,0.350101,1
556,868,0.404157,1
992,677,0.381304,1
753,943,0.420417,1
286,670,0.647264,4
375,993,0.647669,3
134,25,0.516442,2
321,23,0.536881,2
439,24,0.597668,2
105,22,0.37015,2
401,26,0.425182,2
581,35,0.413781,2
908,35,0.366152,2
442,44,0.388168,2
172,45,0.358007,2
814,53,0.377864,2
579,65,0.414563,2
267,55,0.375903,2
661,59,0.430108,2
133,65,0.416513,2
986,74,0.523759,2
945,70,0.354312,2
414,72,0.351012,2
620,80,0.39747,2
459,90,0.49836,2
824,84,0.359938,2
274,92,0.420738,2
708,93,0.369049,2
113,93,0.374628,2
82,124,0.497585,2
524,100,0.355163,2
274,110,0.357146,2
138,119,0.43059,2
965,123,0.453566,2
467,125,0.371953,2
595,126,0.401433,2
117,132,0.393597,2
52,128,0.3515,2
281,143,0.457369,2
938,140,0.380554,2
720,146,0.359902,2
963,144,0.357926,2
367,184,0.490414,2
609,179,0.55948,2
623,161,0.407222,2
750,158,0.365117,2
556,164,0.395937,2
286,166,0.395289,2
482,164,0.350426,2
659,168,0.460683,2
752,174,0.371436,2
859,190,0.544324,2
91,179,0.434048,2
443,182,0.382726,2
338,186,0.405948,2
996,190,0.357424,2
93,203,0.399482,2
285,212,0.428421,2
346,206,0.353847,2
751,210,0.37923,2
120,214,0.396925,2
602,217,0.466082,2
648,218,0.38087,2
924,215,0.367941,2
16,218,0.390069,2
762,230,0.490063,2
817,226,0.473186,2
157,230,0.544817,2
222,229,0.468472,2
381,231,0.380149,2
651,233,0.397144,2
712,234,0.374388,2
295,251,0.484937,2
997,234,0.36554,2
189,245,0.423643,2
511,251,0.471629,2
578,249,0.397453,2
330,252,0.452116,2
386,255,0.516585,2
822,251,0.476838,2
256,252,0.382925,2
626,250,0.371781,2
654,251,0.361386,2
622,261,0.37253,2
775,261,0.363393,2
113,267,0.396141,2
581,266,0.383447,2
698,294,0.63401,2
534,273,0.368423,2
819,278,0.596589,2
368,279,0.446653,2
898,282,0.492352,2
199,281,0.364913,2
395,285,0.402618,2
748,287,0.436284,2
382,327,0.539328,2
68,296,0.368307,2
827,306,0.484729,2
250,302,0.365882,2
529,326,0.551589,2
876,305,0.418005,2
414,304,0.354917,2
151,312,0.432952,2
576,306,0.354008,2
911,316,0.455871,2
96,318,0.377102,2
888,328,0.579561,2
217,335,0.409771,2
770,355,0.600614,2
462,338,0.417308,2
587,344,0.481499,2
423,347,0.381005,2
158,356,0.453346,2
77,371,0.455828,2
305,351,0.365336,2
921,353,0.47851,2
695,350,0.363679,2
873,358,0.493469,2
223,368,0.487922,2
814,360,0.371132,2
546,364,0.398404,2
592,385,0.650927,2
367,379,0.409575,2
907,377,0.37577,2
286,376,0.370694,2
715,388,0.45577,2
545,389,0.432457,2
953,394,0.511882,2
921,398,0.361683,2
797,414,0.521603,2
562,434,0.495347,2
922,422,0.456747,2
703,421,0.526347,2
497,419,0.426111,2
254,419,0.356524,2
462,441,0.640142,2
645,433,0.681057,2
265,431,0.386053,2
974,428,0.36257,2
202,445,0.520646,2
371,435,0.411002,2
320,441,0.488306,2
809,446,0.656808,2
720,438,0.355285,2
725,447,0.380901,2
994,449,0.436743,2
623,451,0.398677,2
906,452,0.355782,2
706,460,0.386141,2
242,465,0.429432,2
632,470,0.429616,2
207,472,0.454371,2
542,471,0.428821,2
664,470,0.436859,2
766,469,0.385572,2
951,474,0.486454,2
864,470,0.350253,2
507,474,0.362072,2
591,475,0.360424,2
254,485,0.449641,2
910,480,0.430326,2
113,481,0.386303,2
593,497,0.607903,2
288,484,0.350088,2
840,484,0.354354,2
873,488,0.364284,2
949,494,0.419918,2
214,509,0.516047,2
751,503,0.447128,2
839,500,0.401177,2
358,507,0.407442,2
869,511,0.493158,2
86,508,0.366478,2
493,511,0.387151,2
647,511,0.368633,2
269,515,0.365579,2
575,522,0.48056,2
854,530,0.464439,2
774,525,0.604186,2
271,542,0.514131,2
659,525,0.387688,2
558,526,0.358856,2
962,534,0.439231,2
504,532,0.368957,2
217,543,0.394989,2
246,542,0.456759,2
310,542,0.410293,2
789,562,0.650415,2
736,544,0.361564,2
547,548,0.379322,2
573,551,0.452506,2
637,550,0.371945,2
311,584,0.639315,2
933,559,0.483983,2
423,562,0.419009,2
739,565,0.399025,2
136,566,0.503386,2
195,590,0.640985,2
239,571,0.495661,2
830,570,0.462848,2
866,575,0.491061,2
671,567,0.37199,2
708,586,0.443262,2
972,568,0.357196,2
576,574,0.430269,2
761,585,0.478418,2
530,580,0.524612,2
941,579,0.384305,2
640,590,0.478939,2
677,588,0.388793,2
574,589,0.374303,2
443,597,0.366708,2
410,607,0.531512,2
883,617,0.539231,2
800,621,0.477525,2
228,621,0.50235,2
353,610,0.427695,2
651,611,0.37533,2
386,613,0.371802,2
927,617,0.465643,2
580,620,0.440807,2
159,625,0.441265,2
197,653,0.611949,2
304,629,0.371692,2
279,630,0.360474,2
941,638,0.383915,2
841,696,0.614765,2
908,658,0.535976,2
554,654,0.496907,2
755,649,0.384916,2
964,649,0.363004,2
241,660,0.378885,2
486,663,0.383273,2
685,669,0.440305,2
405,670,0.395264,2
435,673,0.6138,2
974,694,0.523727,2
265,675,0.407414,2
569,684,0.385243,2
660,695,0.51529,2
324,689,0.376668,2
204,703,0.474448,2
719,737,0.53471,2
769,694,0.391149,2
113,698,0.408838,2
502,696,0.410063,2
188,698,0.356594,2
453,707,0.484604,2
330,704,0.400878,2
249,707,0.368623,2
548,715,0.448146,2
305,725,0.555396,2
395,723,0.421905,2
260,736,0.510775,2
682,731,0.369491,2
959,743,0.427555,2
799,741,0.469668,2
184,742,0.37298,2
470,739,0.371917,2
212,738,0.353832,2
63,749,0.372952,2
483,753,0.356819,2
913,757,0.497107,2
386,755,0.35924,2
885,759,0.392417,2
58,763,0.403342,2
231,767,0.508549,2
589,761,0.381792,2
381,769,0.438968,2
94,771,0.44953,2
290,770,0.353869,2
670,770,0.352194,2
826,771,0.361356,2
905,786,0.517138,2
704,781,0.416091,2
225,784,0.403983,2
294,784,0.356961,2
390,788,0.352477,2
632,794,0.371251,2
760,815,0.504033,2
247,796,0.386811,2
313,845,0.50364,2
570,807,0.423188,2
49,814,0.520429,2
116,801,0.369027,2
402,809,0.420939,2
331,804,0.379322,2
142,806,0.374819,2
1000,810,0.384404,2
651,821,0.540785,2
509,826,0.394591,2
448,826,0.353486,2
460,830,0.480184,2
951,829,0.36769,2
854,837,0.500575,2
706,837,0.442925,2
114,844,0.485422,2
420,839,0.357734,2
249,861,0.527111,2
194,848,0.355254,2
788,865,0.520913,2
218,856,0.474087,2
682,862,0.484046,2
954,866,0.468004,2
436,859,0.368271,2
891,864,0.445964,2
154,864,0.541855,2
463,860,0.352241,2
494,865,0.390208,2
726,871,0.498803,2
537,872,0.433328,2
109,878,0.593006,2
502,882,0.437099,2
750,884,0.399951,2
29,894,0.451501,2
459,896,0.444156,2
981,893,0.404788,2
508,896,0.395901,2
93,901,0.432785,2
363,901,0.51672,2
565,899,0.385198,2
818,908,0.477067,2
717,906,0.460125,2
434,904,0.402333,2
593,904,0.391985,2
285,909,0.440941,2
759,917,0.524949,2
928,912,0.433022,2
998,911,0.466436,2
336,918,0.493538,2
57,928,0.451336,2
227,911,0.40444,2
482,916,0.601757,2
251,921,0.403021,2
16,928,0.400802,2
780,938,0.367183,2
971,930,0.364299,2
516,943,0.499052,2
686,939,0.48684,2
863,976,0.650104,2
288,942,0.427209,2
212,943,0.368801,2
354,948,0.45341,2
885,950,0.456242,2
967,952,0.504434,2
319,947,0.373323,2
775,956,0.378579,2
218,967,0.480173,2
411,961,0.447637,2
559,963,0.529997,2
695,963,0.486837,2
40,969,0.411892,2
991,974,0.475132,2
256,968,0.374013,2
821,990,0.50527,2
612,980,0.528266,2
72,977,0.366916,2
778,977,0.371326,2
741,992,0.417775,2
541,993,0.367533,2
96,994,0.352219,2
110,997,0.398061,2
485,997,0.380449,2
454,1001,0.462433,2
700,1001,0.4075,2
413,1006,0.469235,2
550,1008,0.538481,2
615,1007,0.423242,2
743,1008,0.448837,2
221,423,0.404364,3
324,359,0.509846,4
253,349,0.469814,4
142,461,0.393883,0
70,397,0.484759,4
133,427,0.513351,0
709,286,0.674878,3
946,399,0.367193,1
814,760,0.565997,0
553,777,0.633602,4
37,643,0.700465,0
46,910,0.648635,0
253,995,0.633054,0
428,995,0.521063,1
337,17,0.543379,2
705,26,0.415736,2
692,26,0.354604,2
303,33,0.36688,2
988,54,0.396998,2
966,65,0.381271,2
568,73,0.513516,2
1002,80,0.436271,2
698,78,0.404536,2
571,88,0.370289,2
379,96,0.397862,2
300,104,0.422861,2
594,105,0.353036,2
574,106,0.356294,2
707,108,0.372204,2
160,119,0.359818,2
82,121,0.370849,2
419,126,0.388613,2
850,140,0.493327,2
977,132,0.382275,2
803,135,0.400328,2
306,153,0.40815,2
978,154,0.358048,2
167,158,0.377956,2
496,161,0.412507,2
880,176,0.488331,2
946,178,0.354964,2
425,184,0.375301,2
482,188,0.378775,2
581,195,0.493937,2
234,203,0.638795,2
133,236,0.375083,2
570,238,0.415281,2
598,238,0.390068,2
889,238,0.423839,2
837,246,0.496308,2
199,247,0.474304,2
300,246,0.367061,2
599,253,0.422094,2
267,255,0.381997,2
132,258,0.37397,2
43,273,0.380797,2
272,272,0.351117,2
485,280,0.38868,2
576,290,0.350337,2
384,294,0.358546,2
469,299,0.445983,2
386,302,0.363415,2
143,304,0.365752,2
418,309,0.384845,2
568,310,0.377347,2
84,310,0.365193,2
688,317,0.48236,2
304,326,0.374627,2
584,333,0.560226,2
133,338,0.377153,2
444,338,0.360651,2
232,341,0.446834,2
295,359,0.376635,2
160,366,0.451086,2
483,368,0.364923,2
828,372,0.36894,2
452,382,0.435042,2
503,382,0.397809,2
611,412,0.477988,2
339,414,0.367811,2
569,419,0.427186,2
952,419,0.446652,2
23,423,0.378183,2
60,425,0.422055,2
855,430,0.486259,2
27,433,0.36829,2
884,435,0.436179,2
721,447,0.62721,2
57,445,0.438354,2
777,447,0.46414,2
748,466,0.367291,2
454,470,0.350374,2
515,498,0.487553,2
891,494,0.409442,2
679,496,0.499089,2
146,492,0.359308,2
345,494,0.375269,2
659,497,0.357436,2
580,512,0.403214,2
348,514,0.356041,2
604,512,0.359181,2
888,523,0.530596,2
661,520,0.410124,2
605,520,0.368417,2
830,520,0.351222,2
944,530,0.469475,2
480,528,0.368096,2
66,526,0.385332,2
447,538,0.485377,2
580,530,0.358667,2
998,539,0.440142,2
526,541,0.404748,2
37,543,0.382372,2
886,542,0.352637,2
513,550,0.355412,2
981,549,0.388532,2
405,552,0.369344,2
948,556,0.354663,2
397,565,0.450808,2
851,563,0.427153,2
243,562,0.366725,2
715,564,0.37648,2
189,575,0.497723,2
215,576,0.593224,2
550,577,0.469209,2
502,575,0.363414,2
463,587,0.365089,2
400,591,0.373802,2
160,596,0.558267,2
266,616,0.613748,2
779,599,0.392113,2
556,602,0.429712,2
390,603,0.370609,2
987,602,0.360849,2
512,619,0.509768,2
416,618,0.372852,2
156,628,0.496729,2
375,629,0.620152,2
769,630,0.547569,2
504,630,0.351866,2
512,638,0.355454,2
486,644,0.376328,2
142,650,0.672442,2
512,646,0.356831,2
244,661,0.518891,2
334,656,0.403146,2
848,661,0.39305,2
494,662,0.377794,2
137,666,0.368701,2
672,678,0.580216,2
519,675,0.37691,2
229,677,0.373657,2
528,680,0.373479,2
924,684,0.362005,2
200,718,0.528346,2
473,693,0.583008,2
173,710,0.464071,2
249,734,0.619897,2
693,720,0.414153,2
83,743,0.572884,2
287,745,0.558292,2
645,738,0.463449,2
166,751,0.558586,2
990,758,0.352803,2
219,762,0.396176,2
510,764,0.355704,2
89,768,0.46053,2
253,784,0.44961,2
374,783,0.426406,2
941,778,0.365196,2
281,788,0.443984,2
309,786,0.35926,2
90,797,0.489336,2
46,799,0.58175,2
983,804,0.496184,2
483,800,0.592981,2
546,806,0.427267,2
369,813,0.395364,2
862,812,0.359338,2
29,820,0.402157,2
250,829,0.466525,2
299,826,0.381501,2
226,828,0.36837,2
156,832,0.442288,2
665,836,0.411315,2
990,836,0.384785,2
361,849,0.431194,2
221,854,0.505448,2
377,854,0.39217,2
171,874,0.540707,2
646,866,0.41492,2
367,871,0.482973,2
97,889,0.529024,2
535,886,0.507871,2
892,889,0.360903,2
363,890,0.362738,2
382,894,0.423201,2
662,895,0.357508,2
436,911,0.398775,2
628,910,0.36733,2
156,913,0.36134,2
673,931,0.376264,2
133,942,0.415725,2
100,948,0.355956,2
103,964,0.391323,2
620,966,0.353674,2
553,972,0.354976,2
651,991,0.576772,2
57,990,0.407733,2
166,358,0.736635,3
