year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,bplg,school,educrec,schltype,empstatg,labforce,occ1950,occscore,sei,ind1950,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,migplac5,vetstat,tranwork,__target__
0,0,0,0,1,4,2,1015,0,0,2,0,6,0,1,0,0,0,0,0,3,0,2,0,22,19,0,0,53,0,5,0,0,43,0,8,,1,1,,8,27,,0,2,2,,1,52,40,0,0,0,0,0,270,,,0,1,0
0,0,0,0,1,5,2,213,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,36,0,0,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,140,,,,,0
0,0,0,0,1,19,2,1827,0,1,0,1,2,0,1,0,0,0,1,1,7,1,1,0,1,1,4,2,76,0,1,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,112,,,,,0
0,0,0,0,1,0,2,1828,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,43,1,0,0,,0,0,1,,1,1,,14,13,,0,3,2,,1,1038,548,0,0,0,0,159,3,0,0,1,8,2
0,0,0,0,0,0,9,337,1,1,2,0,6,0,2,0,0,0,1,1,4,1,1,1,1,1,0,3,2,0,0,1,,4,0,2,,,,,2,2,,,,,,,2,2,1,1,1,1,1,362,,,,,0
0,0,0,0,1,21,2,111,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,72,0,0,0,0,0,0,0,,0,0,,2,2,,,,,4,0,0,0,0,0,0,0,0,251,,,0,,0
0,0,0,0,1,5,2,1314,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,27,1,0,1,,21,0,0,,1,1,,37,35,,1,4,7,,1,763,0,64,0,0,0,0,303,0,0,0,0,2
0,0,0,0,0,0,2,1829,0,1,0,1,2,0,1,0,0,0,1,1,3,1,1,0,1,1,1,2,3,0,0,1,1,8,1,4,1,1,1,,1,15,,0,1,2,,1,546,549,0,0,0,0,0,439,1,1,0,0,0
0,0,0,0,0,0,6,1830,0,1,0,1,2,0,1,0,0,0,1,1,7,1,1,0,1,1,4,2,76,0,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,0,0,,,0
0,0,0,0,1,14,2,1831,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,68,1,2,1,,0,1,0,1,1,1,,9,35,,0,0,0,,1,1039,550,0,0,0,0,0,3,,,0,7,0
0,0,0,0,0,0,16,310,0,1,0,1,0,0,0,0,0,0,1,1,0,4,0,0,10,0,0,1,63,0,0,4,6,18,0,7,,1,1,,17,15,,0,3,2,,1,103,130,0,0,0,0,0,441,0,0,0,0,1
0,0,0,0,1,4,2,1832,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,60,0,0,0,0,61,0,8,,1,1,,14,33,,0,5,5,,1,59,54,0,0,0,0,0,3,,,0,0,0
0,0,0,0,1,0,2,1833,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,11,1,0,1,,0,1,5,1,,,,2,2,,,,,,,137,2,1,1,0,0,25,3,,,,,0
0,0,0,0,1,10,2,1834,0,0,0,0,1,0,1,1,0,1,1,1,8,1,1,0,1,1,6,2,10,1,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,302,,,,,0
0,1,3,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,0,0,0,4,3,3,0,6,,0,0,,9,9,,0,,,0,0,1040,0,0,0,0,107,0,25,0,0,0,,0
0,0,0,0,1,4,2,1320,0,0,0,0,0,0,0,0,0,0,2,0,3,4,2,0,4,3,0,1,15,1,5,0,,43,0,8,,1,1,,9,9,,0,2,1,,1,59,54,0,0,0,0,0,182,,,0,0,2
0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,20,19,0,0,50,0,0,0,6,0,0,0,,0,0,,8,0,,0,,,0,0,0,0,0,0,0,0,0,280,,,0,,0
0,0,0,0,1,3,2,1835,0,0,0,0,1,0,1,1,0,1,1,1,6,1,1,0,1,1,5,2,26,0,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,241,,,,,0
0,0,0,0,0,0,0,1836,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,50,1,0,1,,6,0,1,,1,1,,17,11,,1,4,2,,1,1041,0,89,0,0,0,0,19,,,1,3,0
0,1,5,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,83,0,3,1,1,18,1,1,0,0,0,,0,0,,0,4,,3,1,430,251,0,0,0,0,0,25,,,0,,0
0,0,0,0,0,0,15,831,1,1,1,1,0,0,0,0,0,0,1,1,6,1,1,0,1,1,4,1,52,1,0,1,,15,0,7,,1,1,,4,4,,0,2,,1,1,22,17,0,0,0,0,0,8,,,0,,2
0,0,0,0,0,0,19,831,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,89,1,1,2,,8,0,8,,0,0,,26,35,,0,,,0,0,1042,0,0,0,0,10,66,42,,,1,,2
0,0,0,0,0,0,9,1837,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,20,1,0,0,,6,0,3,,0,0,,2,2,,,,,5,0,81,0,0,0,123,0,0,0,,,1,,3
0,0,0,0,1,0,2,1838,0,1,1,0,0,0,0,0,0,0,1,1,7,0,1,0,9,6,0,1,20,1,0,3,,88,0,1,,1,1,,30,17,,0,0,0,,1,1043,551,0,0,0,0,0,253,1,1,1,0,4
0,0,0,0,1,1,2,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,18,0,0,39,0,0,0,0,18,0,3,,1,1,,1,15,,0,0,,3,1,76,25,0,0,0,0,0,447,,,0,,0
0,0,0,0,1,0,2,1840,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,10,0,1,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,302,,,,,0
0,0,0,0,1,3,2,39,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,76,1,0,1,,24,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,29,0,0,,,0
0,0,0,0,0,0,12,225,0,1,1,0,0,0,0,0,0,0,1,1,4,2,1,0,4,4,0,1,37,1,0,4,,0,0,0,,1,1,,12,25,,0,0,2,,1,100,69,0,0,0,0,0,187,4,33,0,5,1
0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,25,0,0,1,1,24,0,1,,1,1,,15,50,,0,3,6,,1,1,1,0,0,0,0,0,1,0,0,0,0,2
0,0,0,0,1,19,2,92,0,1,0,1,0,0,0,0,0,0,1,1,6,3,1,0,8,5,0,1,15,0,1,5,7,23,0,1,,1,1,,12,13,,0,2,6,,1,89,64,0,0,0,0,0,326,1,1,0,0,4
0,2,4,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,9,66,1,0,4,,14,0,6,,0,0,,17,15,,0,4,,3,1,1044,552,0,0,0,0,0,25,0,0,0,,0
0,0,0,0,0,0,18,94,0,1,0,1,2,0,1,0,0,0,1,1,0,1,1,0,1,1,2,2,83,0,0,1,1,18,0,5,,1,1,,1,15,,0,,2,,0,0,0,0,0,0,0,0,47,3,2,0,2,0
0,0,0,0,0,0,7,227,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,63,1,0,2,,55,1,8,1,1,1,,41,55,,0,0,1,,1,1045,37,0,0,0,0,0,379,,,0,0,1
0,0,0,0,0,0,4,525,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,0,20,11,0,1,45,1,0,0,,18,0,4,,1,1,,17,15,,0,2,2,,1,315,191,0,0,0,0,0,16,0,0,0,0,2
0,0,0,0,1,5,2,1779,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,29,1,0,1,,25,0,1,,1,1,,4,6,,0,2,2,,1,1008,299,0,0,0,0,0,3,0,0,1,0,2
0,0,0,0,1,3,2,237,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,63,1,0,0,,0,0,1,,1,1,,6,15,,0,2,2,,1,136,90,0,0,0,0,0,107,0,0,1,3,1
0,0,0,0,1,5,2,1196,0,0,0,0,0,0,0,0,0,0,2,0,7,2,2,0,3,3,0,1,15,1,0,0,,0,0,8,,1,1,,22,27,,0,2,6,,1,126,94,0,0,0,0,0,3,,,0,0,2
0,0,0,0,0,0,8,206,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,83,1,0,1,,0,1,6,1,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,390,1,1,0,,0
0,0,0,0,1,0,2,742,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,7,0,1,27,1,5,0,,39,0,8,,1,1,,14,36,,0,2,2,,1,91,52,0,0,0,0,0,439,0,0,1,0,2
0,0,0,0,1,4,2,1841,0,1,1,1,0,0,0,0,0,0,1,1,4,1,1,0,1,1,4,4,16,1,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,0,0,,,0
0,0,0,0,1,11,2,1842,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,8,8,0,0,61,0,0,0,2,45,0,1,,0,0,,17,15,,0,4,,3,1,602,130,0,0,0,0,160,263,,,1,,0
0,0,0,0,1,1,2,1843,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,25,5,0,1,37,1,0,0,,0,0,1,,2,1,,30,24,,0,3,,3,1,1046,553,0,0,0,0,0,171,,,0,,3
0,0,0,0,1,8,2,1844,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,3,0,0,1,1,0,1,6,1,0,0,,29,58,,0,4,,1,1,352,62,0,0,0,0,0,74,1,1,0,,0
0,0,0,0,1,17,2,1845,0,0,2,0,0,0,0,0,0,0,1,1,3,2,1,0,31,46,0,10,43,0,0,1,7,18,0,7,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,436,3,2,0,,0
0,0,0,0,1,4,2,1846,0,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,35,29,0,1,47,1,0,0,,3,0,1,,1,1,,8,25,,0,5,3,,1,295,25,0,0,0,0,0,359,1,1,1,0,5
0,0,0,0,1,11,2,1219,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,55,0,0,3,2,37,0,4,,0,0,,2,2,,,,,5,0,1047,0,0,0,23,0,0,170,1,1,0,,5
0,0,0,0,0,0,9,1471,0,1,0,1,2,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,36,1,1,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,327,,,,,0
0,0,0,0,0,0,10,1643,1,1,1,0,0,0,0,0,0,0,1,1,4,2,1,0,26,25,0,1,61,1,0,2,,8,0,3,,1,1,,8,21,,0,2,6,,1,1048,554,0,0,0,0,0,135,,,0,0,1
0,0,0,0,1,3,2,1847,0,1,0,1,2,0,1,0,0,0,1,1,0,1,1,0,1,1,2,2,3,1,0,1,,0,1,6,1,2,1,,4,4,,0,1,,3,1,1049,555,0,0,0,0,0,7,1,1,0,,0
0,0,0,0,0,0,5,1848,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,2,2,0,0,63,0,1,0,2,20,0,6,,2,1,,28,32,,0,2,,3,1,1050,556,0,0,0,0,0,26,,,0,,0
0,0,0,0,1,19,2,1849,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,36,0,0,1,,0,0,2,,,,,2,2,,,,,,,2,2,1,1,1,1,1,384,1,1,,,0
0,0,0,0,0,0,10,16,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,4,0,0,1,1,52,0,8,,1,1,,27,31,,0,2,2,,1,11,9,0,0,0,0,0,345,2,0,0,0,2
0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,22,13,0,0,15,1,0,0,,0,0,8,,1,1,,9,33,,1,2,2,,1,56,0,24,0,0,0,0,3,1,1,0,0,0
0,0,0,0,1,3,2,861,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,0,1,1,1,2,16,0,5,1,,72,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,31,3,2,,,0
0,0,0,0,1,6,2,1850,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,0,27,8,0,1,60,1,4,0,,73,0,1,,1,1,,6,44,,0,3,2,,1,1051,9,0,0,0,0,0,206,,,0,0,3
0,0,0,0,1,4,2,1851,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,0,1,1,1,2,30,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,75,,,,,0
0,0,0,0,1,1,2,1852,0,0,0,0,1,0,1,1,0,1,1,1,8,1,1,0,1,1,6,2,10,0,0,1,,0,1,7,2,,,,2,2,,,,,,,2,2,1,1,1,1,1,285,,,,,0
0,0,0,0,0,0,25,1853,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,19,0,1,17,1,0,0,,18,0,2,,1,1,,17,15,,0,2,2,,1,814,436,0,0,0,0,0,1,0,0,0,0,2
0,1,3,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,3,0,0,4,1,14,0,7,,1,1,,17,6,,0,1,3,,1,1052,557,0,0,0,0,0,25,,,0,2,0
0,0,0,0,1,3,2,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,13,0,0,61,0,0,0,0,35,0,8,,1,1,,6,38,,0,4,0,,1,123,85,0,0,0,0,0,377,1,1,0,0,0
0,0,0,0,0,0,10,62,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,31,0,1,1,1,3,0,0,,1,1,,12,0,,0,2,2,,1,271,12,0,0,0,0,0,213,4,9,0,0,0
0,0,0,0,1,0,2,1854,0,0,0,0,0,0,0,0,0,0,2,0,6,6,1,0,24,9,0,1,27,1,0,0,,18,0,0,,1,1,,13,56,,0,2,2,,1,1053,31,0,0,0,0,161,463,1,1,0,0,4
0,0,0,0,0,0,0,1855,0,1,0,1,0,0,0,0,0,0,1,1,7,0,1,0,13,10,0,1,33,0,1,1,0,10,0,6,,0,0,,2,2,,,,,4,0,1054,0,0,0,194,108,0,348,0,0,1,,2
0,0,0,0,1,5,2,1693,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,,1,1,,1,1,,0,5,3,,1,103,130,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,22,1856,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,89,0,0,3,6,81,0,7,,0,0,,2,2,,,,,2,0,1055,0,0,0,169,0,0,277,0,0,0,,2
0,0,0,0,0,0,12,131,0,1,0,1,2,0,1,0,0,0,1,1,3,1,1,0,1,1,1,2,46,1,1,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,133,,,,,0
0,0,0,0,1,5,2,1857,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,35,1,0,1,,20,0,1,,1,1,,22,0,,0,2,2,,1,1056,558,0,0,0,0,0,3,1,1,0,3,0
0,0,0,0,0,0,0,1589,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,31,1,0,2,,0,0,0,,1,1,,6,15,,0,0,5,,1,481,478,0,0,0,0,0,81,0,0,0,4,1
0,0,0,0,1,5,2,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,25,0,0,57,0,0,0,0,24,0,0,,1,1,,14,33,,0,0,7,,1,395,230,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,16,290,1,1,0,1,0,0,0,0,0,0,1,1,7,0,2,0,22,3,0,1,29,0,0,1,0,18,0,7,,0,0,,1,15,,0,0,,3,1,37,28,0,0,0,0,0,344,,,0,,1
0,1,5,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,83,0,6,1,1,12,1,1,1,0,0,,16,21,,0,4,,3,1,1057,417,0,0,0,0,0,25,2,0,0,,0
0,0,0,0,1,6,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,3,0,0,27,0,0,0,0,32,0,3,,0,0,,2,2,,,,,5,0,0,0,0,0,0,0,0,192,,,0,,0
0,0,0,0,1,0,2,1859,0,0,0,0,2,0,1,3,0,1,1,1,0,1,1,0,1,1,4,2,19,0,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,,,,,0
0,0,0,0,0,0,2,1860,0,0,0,0,1,0,1,1,0,1,1,1,8,1,1,0,1,1,6,2,3,0,0,1,1,14,0,1,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,85,,,0,,0
0,0,0,0,1,3,2,250,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,63,0,0,0,1,0,1,0,1,0,0,,39,7,,0,5,,3,1,126,94,0,0,0,0,0,3,,,0,,0
0,0,0,0,1,8,2,1159,0,0,0,1,0,0,0,0,0,0,1,1,7,2,1,0,60,58,0,11,42,0,0,3,0,54,0,4,,0,0,,2,2,,,,,5,0,1058,0,0,0,195,0,0,141,,,0,,0
0,0,0,0,1,4,2,94,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,0,1,1,1,2,11,1,5,1,,76,1,5,1,,,,2,2,,,,,,,0,2,1,1,0,0,0,47,,,,,0
0,0,0,0,1,7,2,1861,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,6,1,0,0,,33,0,1,,0,0,,12,25,,1,,,0,0,24,0,0,0,6,0,0,3,,,1,,5
0,0,0,0,1,4,2,1862,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,25,19,4,0,13,0,5,0,0,43,0,8,,1,1,,8,27,,0,,2,,0,126,0,0,0,0,0,162,3,,,0,0,0
0,0,0,0,0,0,0,335,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,2,2,2,0,0,1,,18,0,2,,,,,2,2,,,,,,,2,2,1,1,1,1,1,137,,,,,0
0,2,2,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,9,0,1,0,4,,0,0,1,,0,0,,17,15,,0,,,6,0,0,0,0,0,0,0,0,25,,,0,,0
0,0,0,0,1,7,2,470,0,1,0,1,2,0,1,0,0,0,1,1,6,1,1,0,1,1,5,2,3,0,0,1,1,18,1,3,1,0,0,,1,15,,0,4,,3,1,1059,251,0,0,0,109,0,277,,,0,,0
0,0,0,0,1,8,2,1863,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,85,1,0,0,,21,0,0,,1,1,,13,18,,1,0,0,,1,241,0,90,0,27,0,0,178,1,1,1,6,4
0,0,0,0,0,0,13,829,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,71,0,0,0,2,5,0,1,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,0,0,23,131,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,26,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,161,,,,,0
0,0,0,0,0,0,14,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,12,0,0,68,0,0,0,0,18,1,5,1,1,1,,17,15,,0,,,1,0,0,0,0,0,0,0,0,401,2,0,0,,0
0,0,0,0,0,0,1,923,0,0,2,0,5,0,1,0,0,0,2,2,2,4,2,0,4,12,0,1,23,0,5,0,6,58,0,5,,0,0,,2,2,,,,,5,0,0,0,0,0,0,0,0,264,,,0,,1
0,0,0,0,0,0,2,1833,0,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,17,25,0,1,70,1,0,0,,25,0,8,,1,1,,13,29,,0,2,2,,1,921,94,0,0,0,0,37,345,2,0,1,0,2
0,0,0,0,1,8,2,1864,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,58,1,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,1,1,,,0
0,0,0,0,1,9,2,1865,0,1,1,1,0,0,0,0,0,0,1,1,4,1,1,0,1,1,0,5,6,0,0,3,2,21,0,1,,0,0,,2,2,,,,,5,0,210,0,0,0,196,110,0,64,,,0,,0
0,0,0,0,1,1,2,200,0,0,0,0,0,0,0,0,0,0,2,0,7,2,2,0,3,3,0,1,17,1,0,0,,51,0,8,,1,1,,39,18,,0,2,1,,1,91,52,0,0,0,0,0,3,0,0,0,0,2
0,0,0,0,1,10,2,225,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,77,0,0,3,1,37,0,7,,1,1,,1,10,,0,2,5,,1,100,69,0,0,0,0,0,260,,,0,0,2
0,0,0,0,0,0,0,1815,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,25,0,1,1,1,3,0,8,,1,1,,12,0,,0,3,2,,1,1060,88,0,0,0,0,109,112,,,0,2,0
0,0,0,0,1,19,2,1114,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,11,5,0,0,23,0,0,0,2,18,0,7,,0,0,,2,2,,,,,5,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,1,16,2,1866,0,0,0,0,1,0,1,1,0,1,1,1,8,1,1,0,1,1,6,2,14,0,0,1,,0,1,4,2,,,,2,2,,,,,,,2,2,1,1,1,1,1,111,,,,,0
0,0,0,0,0,0,6,48,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,23,1,0,1,,6,0,1,,1,1,,8,0,,1,3,6,,1,38,0,91,0,0,0,0,251,,,1,6,2
0,0,0,0,0,0,15,206,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,22,7,0,1,37,1,0,0,,18,0,1,,1,1,,0,25,,0,2,2,,1,1,1,0,0,0,0,0,412,,,0,0,2
0,0,0,0,1,1,2,1867,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,1,50,1,0,0,,18,0,1,,1,1,,8,21,,0,2,2,,1,18,14,0,0,0,0,0,226,,,0,0,2
0,0,0,0,0,0,15,1868,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,87,0,0,1,1,0,0,1,,0,0,,2,2,,,,,5,0,1061,0,0,0,197,0,0,51,,,0,,3
0,0,0,0,0,0,1,1763,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,31,1,0,1,,0,1,0,1,1,1,,17,34,,0,5,0,,1,999,559,0,0,0,0,0,56,0,0,0,0,1
0,0,0,0,0,0,14,400,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,36,1,0,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,259,,,,,0
0,0,0,0,0,0,6,217,0,0,1,1,0,0,0,0,0,0,0,0,7,1,1,0,1,1,0,0,1,0,0,0,1,18,0,4,,1,1,,7,8,,0,1,2,,1,39,30,0,0,0,0,0,418,0,0,0,2,0
0,0,0,0,0,0,6,1106,0,1,0,1,2,0,1,0,0,0,1,1,7,1,1,0,1,1,4,2,58,0,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,158,1,1,,,0
0,0,0,0,0,0,5,1869,1,1,1,0,0,0,0,0,0,0,1,1,4,2,2,0,6,0,0,1,35,1,0,1,,0,0,1,,2,1,,17,15,,0,1,,1,1,1062,28,0,0,0,0,163,414,0,0,1,,1
0,0,0,0,1,8,2,1870,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,28,26,0,0,71,0,0,0,0,24,0,0,,0,0,,2,2,,,,,4,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,1,0,2,1871,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,75,0,0,0,2,55,0,1,,0,0,,12,13,,0,,,0,0,1063,0,0,0,198,0,0,144,,,0,,0
0,0,0,0,0,0,14,1872,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,2,1,0,1,,0,0,2,,,,,2,2,,,,,,,2,2,1,1,1,1,1,205,,,,,0
0,0,0,0,1,6,2,675,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,9,22,0,0,44,0,0,0,0,0,0,0,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,1,1,0,,0
0,0,0,0,1,3,2,1242,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,34,1,0,1,,74,0,8,,1,1,,37,35,,0,2,2,,1,1064,560,0,0,0,0,0,3,1,1,0,0,4
0,0,0,0,1,0,2,5,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,26,0,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,,,,,0
0,1,5,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,38,0,0,1,1,11,1,1,0,0,0,,16,45,,0,4,,3,1,430,251,0,0,0,0,0,25,,,0,,0
0,0,0,0,1,4,2,1873,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,53,59,0,1,89,1,0,0,,12,0,0,,1,1,,26,74,,1,3,0,,1,1065,0,92,0,199,0,0,3,1,1,0,0,5
0,0,0,0,1,8,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,20,12,0,1,45,1,0,0,,7,0,8,,1,1,,26,35,,1,2,2,,1,56,135,0,0,0,0,0,3,,,0,0,2
0,0,0,0,1,11,2,1015,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,14,1,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,,,,,0
0,0,0,0,1,8,2,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,9,0,0,8,0,0,0,3,35,0,8,,0,0,,2,2,,,,,5,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,1,3,2,959,0,0,0,0,2,0,1,3,0,1,1,1,0,1,1,0,1,1,4,2,46,1,0,1,,0,1,7,2,,,,2,2,,,,,,,2,2,1,1,1,1,1,240,,,,,0
0,0,0,0,1,4,2,1875,1,2,0,0,0,0,0,0,0,0,4,5,4,1,1,1,1,1,0,7,65,1,4,0,,8,0,8,,1,1,,6,7,,0,2,1,,1,1066,428,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,3,2,1876,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,5,6,0,0,71,0,0,0,6,67,0,0,,1,1,,13,18,,1,2,6,,1,46,0,26,0,0,0,0,136,,,0,0,0
0,0,0,0,0,0,8,1074,0,1,1,1,0,0,0,0,0,0,1,1,4,1,1,0,1,1,4,1,29,0,0,3,2,18,0,4,,1,1,,1,1,,0,2,2,,1,483,19,0,0,0,0,0,367,3,2,0,0,2
